play_id,game_id,team_id_for,team_id_against,event,period,periodType,periodTime,dateTime,goals_away,goals_home,description,eventTime,on_ice_for
2014020793_10,2014020793,29.0,26.0,Goal,1,REGULAR,100,2015-02-10 00:11:03,0,1,"Jack Skille (6) Deflected, assists: Artem Anisimov (7), David Savard (12)",100,"[8471681, 8474597, 8467917, 8473573, 8477505]"
2014020793_12,2014020793,26.0,29.0,Goal,1,REGULAR,132,2015-02-10 00:12:09,1,1,"Dwight King (8) Tip-In, assists: Jeff Carter (23), Robyn Regehr (7)",132,"[8475726, 8474100, 8470604, 8474162, 8470121]"
2014020793_44,2014020793,26.0,29.0,Goal,1,REGULAR,481,2015-02-10 00:21:33,2,1,"Tyler Toffoli (15) Wrist Shot, assists: Dwight King (7)",481,"[8474100, 8474162, 8470604, 8470121, 8475726]"
2014020793_180,2014020793,29.0,26.0,Goal,2,REGULAR,856,2015-02-10 01:26:24,2,2,"Scott Hartnell (13) Wrist Shot, assists: Ryan Johansen (30)",2056,"[8474715, 8475793, 8468486, 8475233, 8471677]"
2014020793_185,2014020793,26.0,29.0,Goal,2,REGULAR,934,2015-02-10 01:28:27,3,2,"Jeff Carter (15) Tip-In, assists: Brayden McNabb (14), Jamie McBain (6)",2134,"[8470604, 8474100, 8475726, 8475188, 8473571]"
2014020793_233,2014020793,26.0,29.0,Goal,3,REGULAR,109,2015-02-10 01:59:33,4,2,"Dustin Brown (9) Wrist Shot, assists: Marian Gaborik (15), Brayden McNabb (15)",2509,"[8475188, 8473571, 8470606, 8468483, 8471685]"
2014020793_293,2014020793,29.0,26.0,Goal,3,REGULAR,1087,2015-02-10 02:28:02,4,3,"David Savard (8) Snap Shot, assists: Nick Foligno (29), Jack Johnson (21)",3487,"[8473422, 8473573, 8475233, 8475793, 8471677, 8471273]"
2014020700_6,2014020700,12.0,14.0,Goal,1,REGULAR,22,2015-01-28 00:40:41,0,1,"Eric Staal (16) Backhand, assists: Jordan Staal (6)",22,"[8471284, 8470595, 8473482, 8473533, 8475753]"
2014020700_37,2014020700,12.0,14.0,Goal,1,REGULAR,365,2015-01-28 00:48:53,0,2,"Nathan Gerbe (5) Wrist Shot, assists: Elias Lindholm (11), Brett Bellemore (4)",365,"[8477496, 8471804, 8476437, 8474135, 8468493]"
2014020700_81,2014020700,14.0,12.0,Goal,1,REGULAR,845,2015-01-28 01:05:49,1,2,"Cedric Paquette (6) Deflected, assists: Jonathan Drouin (17), Andrej Sustr (6)",845,"[8473986, 8476975, 8477494, 8475167, 8477205]"
2014020700_156,2014020700,12.0,14.0,Goal,2,REGULAR,507,2015-01-28 01:49:38,1,3,"Justin Faulk (9) Wrist Shot, assists: Jordan Staal (7)",1707,"[8470595, 8475784, 8473533, 8471284, 8475753]"
2014020700_180,2014020700,14.0,12.0,Goal,2,REGULAR,846,2015-01-28 01:59:45,2,3,"Brian Boyle (10) Backhand, assists: none",2046,"[8471873, 8470619, 8476975, 8474520]"
2014020700_242,2014020700,12.0,14.0,Goal,3,REGULAR,473,2015-01-28 02:40:34,2,4,"Jiri Tlusty (12) Wrist Shot, assists: Justin Faulk (19), Eric Staal (14)",2873,"[8471284, 8470595, 8473482, 8473533, 8475753]"
2014020201_43,2014020201,24.0,53.0,Goal,1,REGULAR,302,2014-11-08 03:17:23,0,1,"Ryan Getzlaf (4) Slap Shot, assists: Sami Vatanen (6), Devante Smith-Pelly (3)",302,"[8475764, 8475758, 8474034, 8470612, 8475222]"
2014020201_64,2014020201,24.0,53.0,Goal,1,REGULAR,529,2014-11-08 03:24:41,0,2,"Matt Beleskey (7) Wrist Shot, assists: Jakob Silfverberg (6), Ryan Kesler (7)",529,"[8467332, 8475164, 8473492, 8470616, 8475222]"
2014020201_168,2014020201,53.0,24.0,Goal,2,REGULAR,235,2014-11-08 04:09:04,1,2,"Rob Klinkhammer (3) Tip-In, assists: Martin Hanzal (6), Martin Erat (3)",1435,"[8468064, 8471691, 8473970, 8475171, 8469760]"
2014020201_174,2014020201,53.0,24.0,Goal,2,REGULAR,293,2014-11-08 04:10:31,2,2,"Shane Doan (4) Snap Shot, assists: Antoine Vermette (7), Keith Yandle (10)",1493,"[8468535, 8462038, 8476356, 8476473, 8471735]"
2014021092_161,2014021092,5.0,19.0,Goal,2,REGULAR,521,2015-03-25 00:15:25,0,1,"Blake Comeau (16) Wrist Shot, assists: Daniel Winnik (22), Nick Spaling (15)",1721,"[8471476, 8474096, 8474013, 8471260, 8471724]"
2014021092_165,2014021092,5.0,19.0,Goal,2,REGULAR,538,2015-03-25 00:16:24,0,2,"Steve Downie (13) Wrist Shot, assists: Nick Spaling (16)",1738,"[8471703, 8475761, 8467452, 8474096, 8474013]"
2014021092_193,2014021092,19.0,5.0,Goal,2,REGULAR,892,2015-03-25 00:28:26,1,2,"Robert Bortuzzo (3) Snap Shot, assists: T.J. Oshie (32), Barret Jackman (13)",2092,"[8470257, 8467890, 8470655, 8474145, 8471698]"
2014021092_213,2014021092,19.0,5.0,Goal,2,REGULAR,1044,2015-03-25 00:34:55,2,2,"Marcel Goc (3) Wrist Shot, assists: Ryan Reaves (6), Steve Ott (9)",2244,"[8470151, 8469473, 8471817, 8468505, 8469760]"
2014021092_328,2014021092,19.0,5.0,Goal,4,OVERTIME,35,2015-03-25 01:33:44,3,2,"Alexander Steen (24) Tip-In, assists: Zbynek Michalek (7), David Backes (29)",3635,"[8470257, 8470655, 8470151, 8469760]"
2014020693_13,2014020693,52.0,29.0,Goal,1,REGULAR,68,2015-01-22 02:09:49,0,1,"Blake Wheeler (13) Backhand, assists: Andrew Ladd (23), Bryan Little (20)",68,"[8471217, 8475279, 8471218, 8473412, 8470834]"
2014020693_37,2014020693,52.0,29.0,Goal,1,REGULAR,366,2015-01-22 02:16:39,0,2,"Evander Kane (10) Snap Shot, assists: Mark Scheifele (19)",366,"[8475169, 8476460, 8473564, 8470834, 8475279]"
2014020693_133,2014020693,52.0,29.0,Goal,2,REGULAR,285,2015-01-22 03:08:01,0,3,"Jim Slater (2) Slap Shot, assists: Jay Harrison (5), Jacob Trouba (9)",1485,"[8474061, 8476885, 8469531, 8470289, 8474001]"
2014020693_203,2014020693,52.0,29.0,Goal,2,REGULAR,850,2015-01-22 03:29:33,0,4,"Chris Thorburn (4) Snap Shot, assists: Adam Lowry (8), Matt Halischuk (5)",2050,"[8475279, 8469501, 8470834, 8474094, 8476392]"
2014020548_46,2014020548,12.0,5.0,Goal,1,REGULAR,552,2015-01-01 00:21:23,1,0,"Eric Staal (9) Wrist Shot, assists: Elias Lindholm (8), Jiri Tlusty (5)",552,"[8474135, 8468493, 8470595, 8473482, 8477496]"
2014020548_86,2014020548,5.0,12.0,Goal,1,REGULAR,1178,2015-01-01 00:38:36,1,1,"Chris Kunitz (11) Wrist Shot, assists: Beau Bennett (3), Andrew Ebbett (3)",1178,"[8473682, 8475761, 8470543, 8467452, 8475155]"
2014020548_296,2014020548,5.0,12.0,Goal,3,REGULAR,1098,2015-01-01 02:18:43,1,2,"Brandon Sutter (8) Wrist Shot, assists: Beau Bennett (4), Chris Kunitz (13)",3498,"[8470543, 8474091, 8475761, 8467452, 8475155]"
2014020434_36,2014020434,24.0,22.0,Goal,1,REGULAR,296,2014-12-13 02:47:42,1,0,"Sami Vatanen (8) Wrist Shot, assists: Ryan Getzlaf (22), Rene Bourque (4)",296,"[8474034, 8471504, 8470612, 8470616, 8475222]"
2014020434_108,2014020434,24.0,22.0,Goal,2,REGULAR,7,2014-12-13 03:32:34,2,0,"Kyle Palmieri (5) Snap Shot, assists: Sami Vatanen (15), Ryan Kesler (14)",1207,"[8475151, 8473492, 8470616, 8475222, 8470886]"
2014020434_111,2014020434,24.0,22.0,Goal,2,REGULAR,51,2014-12-13 03:33:50,3,0,"Ryan Getzlaf (9) Snap Shot, assists: Rene Bourque (5), Ben Lovejoy (2)",1251,"[8475764, 8470612, 8473933, 8475758, 8471504]"
2014020434_200,2014020434,22.0,24.0,Goal,2,REGULAR,924,2014-12-13 04:03:25,3,1,"Tyler Pitlick (1) Snap Shot, assists: Ryan Nugent-Hopkins (12)",2124,"[8474602, 8466333, 8468611, 8476454, 8475752]"
2014020434_291,2014020434,22.0,24.0,Goal,3,REGULAR,760,2014-12-13 04:57:31,3,2,"Jeff Petry (3) Slap Shot, assists: Taylor Hall (10), Teddy Purcell (10)",3160,"[8466333, 8476454, 8475791, 8473962, 8473507]"
2014020434_320,2014020434,24.0,22.0,Goal,3,REGULAR,1183,2014-12-13 05:09:51,4,2,"Nate Thompson (2) Wrist Shot, assists: Jakob Silfverberg (12), Cam Fowler (14)",3583,"[8470775, 8470616, 8475164, 8473933, 8475764]"
2014020205_142,2014020205,8.0,30.0,Goal,2,REGULAR,566,2014-11-09 01:57:53,0,1,"Brendan Gallagher (4) Slap Shot, assists: Tomas Plekanec (5)",1766,"[8468478, 8476851, 8475848, 8469521, 8474056]"
2014020205_180,2014020205,30.0,8.0,Goal,2,REGULAR,899,2014-11-09 02:08:48,1,1,"Jason Pominville (4) Wrist Shot, assists: Thomas Vanek (8)",2099,"[8477850, 8474618, 8470598, 8469506, 8475798]"
2014020205_191,2014020205,8.0,30.0,Goal,2,REGULAR,1150,2014-11-09 02:13:44,1,2,"Lars Eller (3) Wrist Shot, assists: Brandon Prust (2), Jiri Sekac (1)",2350,"[8474189, 8471283, 8478137, 8471296, 8468478]"
2014020205_228,2014020205,8.0,30.0,Goal,3,REGULAR,286,2014-11-09 02:41:39,1,3,"Jiri Sekac (2) Tip-In, assists: Brandon Prust (3), Lars Eller (2)",2686,"[8476470, 8470104, 8471283, 8478137, 8474189]"
2014020205_241,2014020205,8.0,30.0,Goal,3,REGULAR,364,2014-11-09 02:45:25,1,4,"Max Pacioretty (6) Wrist Shot, assists: PA Parenteau (4), David Desharnais (6)",2764,"[8469707, 8471976, 8474157, 8471296, 8468478]"
2014020133_50,2014020133,28.0,21.0,Goal,1,REGULAR,563,2014-10-29 01:23:41,1,0,"Brent Burns (4) Deflected, assists: Mirco Mueller (2), Joe Thornton (8)",563,"[8476881, 8470613, 8470794, 8466138, 8477509]"
2014020133_192,2014020133,21.0,28.0,Goal,2,REGULAR,804,2014-10-29 02:29:15,1,1,"Alex Tanguay (4) Wrist Shot, assists: Erik Johnson (3), Jan Hejda (3)",2004,"[8467338, 8473446, 8470699, 8471718]"
2014020133_255,2014020133,21.0,28.0,Goal,3,REGULAR,184,2014-10-29 03:06:18,1,2,"Gabriel Landeskog (4) Wrist Shot, assists: Ryan O'Reilly (5), Jan Hejda (4)",2584,"[8473446, 8476455, 8470699, 8475168, 8475158]"
2014020133_262,2014020133,28.0,21.0,Goal,3,REGULAR,303,2014-10-29 03:09:40,2,2,"Logan Couture (5) Wrist Shot, assists: Justin Braun (4), Tommy Wingels (3)",2703,"[8474739, 8474027, 8474053, 8471709, 8466139]"
2014020016_39,2014020016,52.0,53.0,Goal,1,REGULAR,420,2014-10-10 03:25:34,1,0,"Bryan Little (1) Wrist Shot, assists: Andrew Ladd (1)",420,"[8473564, 8473412, 8474074, 8471385, 8471217]"
2014020016_41,2014020016,53.0,52.0,Goal,1,REGULAR,458,2014-10-10 03:27:00,1,1,"Mikkel Boedker (1) Wrist Shot, assists: Shane Doan (1), Oliver Ekman-Larsson (1)",458,"[8468535, 8474571, 8462038, 8475171, 8469760]"
2014020016_47,2014020016,52.0,53.0,Goal,1,REGULAR,513,2014-10-10 03:31:12,2,1,"Blake Wheeler (1) Wrist Shot, assists: Toby Enstrom (1), Zach Bogosian (1)",513,"[8471218, 8470834, 8476460, 8470828, 8474567]"
2014020016_51,2014020016,52.0,53.0,Goal,1,REGULAR,528,2014-10-10 03:32:38,3,1,"Blake Wheeler (2) Tip-In, assists: Zach Bogosian (2), Toby Enstrom (2)",528,"[8471218, 8470834, 8476460, 8470828, 8474567]"
2014020016_81,2014020016,52.0,53.0,Goal,1,REGULAR,851,2014-10-10 03:44:27,4,1,"Mark Stuart (1) Wrist Shot, assists: Mark Scheifele (1), Mathieu Perreault (1)",851,"[8469501, 8476460, 8473618, 8474567, 8470614]"
2014020016_169,2014020016,52.0,53.0,Goal,2,REGULAR,751,2014-10-10 04:36:02,5,1,"Dustin Byfuglien (1) Tip-In, assists: Blake Wheeler (1)",1951,"[8471218, 8476885, 8470289, 8470834, 8474074]"
2014020016_217,2014020016,52.0,53.0,Goal,3,REGULAR,307,2014-10-10 05:12:26,6,1,"Bryan Little (2) Wrist Shot, assists: Adam Pardy (1)",2707,"[8473412, 8471385, 8476885, 8474001]"
2014020016_234,2014020016,53.0,52.0,Goal,3,REGULAR,505,2014-10-10 05:19:11,6,2,"Martin Hanzal (1) Wrist Shot, assists: Zbynek Michalek (1), Martin Erat (1)",2905,"[8468535, 8468064, 8471691, 8473970, 8475171, 8469760]"
2014021055_6,2014021055,9.0,6.0,Goal,1,REGULAR,19,2015-03-19 23:38:37,0,1,"Kyle Turris (18) Wrist Shot, assists: Milan Michalek (20), Mark Stone (29)",19,"[8474578, 8474068, 8470760, 8475913, 8470599]"
2014021055_9,2014021055,6.0,9.0,Goal,1,REGULAR,59,2015-03-19 23:39:48,1,1,"Carl Soderberg (11) Wrist Shot, assists: Loui Eriksson (23), Dougie Hamilton (31)",59,"[8471717, 8471262, 8467967, 8470626, 8476792]"
2014021055_23,2014021055,6.0,9.0,Goal,1,REGULAR,244,2015-03-19 23:44:31,2,1,"Ryan Spooner (4) Wrist Shot, assists: Milan Lucic (25), David Pastrnak (11)",244,"[8473473, 8477956, 8475727, 8469619, 8474749]"
2014021055_85,2014021055,9.0,6.0,Goal,1,REGULAR,903,2015-03-20 00:05:33,2,2,"Milan Michalek (13) Snap Shot, assists: Mark Stone (30), Kyle Turris (31)",903,"[8474578, 8474068, 8475913, 8470599, 8470760]"
2014021055_127,2014021055,9.0,6.0,Goal,2,REGULAR,191,2015-03-20 00:36:05,2,3,"David Legwand (9) Snap Shot, assists: Erik Condra (11), Alex Chiasson (14)",1391,"[8475163, 8467330, 8474578, 8470760, 8473588]"
2014021055_178,2014021055,6.0,9.0,Goal,2,REGULAR,702,2015-03-20 00:51:20,3,3,"Ryan Spooner (5) Snap Shot, assists: Torey Krug (22), Patrice Bergeron (30)",1902,"[8465009, 8470638, 8475727, 8476792, 8470626]"
2014021055_181,2014021055,9.0,6.0,Goal,2,REGULAR,717,2015-03-20 00:52:20,3,4,"Jean-Gabriel Pageau (5) Wrist Shot, assists: Erik Condra (12)",1917,"[8476879, 8474578, 8473588, 8476419]"
2014021055_186,2014021055,6.0,9.0,Goal,2,REGULAR,797,2015-03-20 00:54:22,4,4,"Torey Krug (12) Backhand, assists: Carl Soderberg (27), David Pastrnak (12)",1997,"[8471262, 8477956, 8473473, 8476462, 8476792]"
2014021055_288,2014021055,9.0,6.0,Goal,3,REGULAR,688,2015-03-20 01:49:16,4,5,"Bobby Ryan (18) Wrist Shot, assists: Cody Ceci (15), Mika Zibanejad (23)",3088,"[8471676, 8476477, 8476879, 8476459, 8474605]"
2014021055_328,2014021055,9.0,6.0,Goal,3,REGULAR,1181,2015-03-20 02:04:05,4,6,"Kyle Turris (19) Snap Shot, assists: Mark Stone (31), Milan Michalek (21)",3581,"[8473468, 8474068, 8474697, 8475913, 8470599]"
2014020411_61,2014020411,29.0,4.0,Goal,1,REGULAR,754,2014-12-10 00:27:20,0,1,"Boone Jenner (5) Wrist Shot, assists: Brandon Dubinsky (1), James Wisniewski (9)",754,"[8476432, 8471273, 8474715, 8470222, 8475246]"
2014020411_91,2014020411,4.0,29.0,Goal,1,REGULAR,1073,2014-12-10 00:39:11,1,1,"Brayden Schenn (8) Snap Shot, assists: Claude Giroux (22), Mark Streit (12)",1073,"[8474161, 8468309, 8473512, 8475170, 8474190]"
2014020411_166,2014020411,29.0,4.0,Goal,2,REGULAR,639,2014-12-10 01:18:29,1,2,"Scott Hartnell (6) Backhand, assists: Nick Foligno (13), Jack Johnson (11)",1839,"[8475233, 8471677, 8475793, 8473422, 8468486]"
2014020411_293,2014020411,4.0,29.0,Goal,3,REGULAR,1144,2014-12-10 02:26:20,2,2,"Brayden Schenn (9) Tip-In, assists: Jakub Voracek (25), Sean Couturier (7)",3544,"[8475170, 8468309, 8474190, 8474161, 8473512, 8476461]"
2014020411_312,2014020411,29.0,4.0,Goal,4,OVERTIME,118,2014-12-10 02:35:21,2,3,"Kevin Connauton (1) Snap Shot, assists: Ryan Johansen (17)",3718,"[8470222, 8473422, 8475793, 8475246]"
2014020889_58,2014020889,14.0,21.0,Goal,1,REGULAR,653,2015-02-23 00:34:40,1,0,"Ondrej Palat (15) Wrist Shot, assists: Tyler Johnson (35)",653,"[8476453, 8476292, 8474870, 8474520, 8476300]"
2014020889_85,2014020889,21.0,14.0,Goal,1,REGULAR,981,2015-02-23 00:44:14,1,1,"Nathan MacKinnon (10) Backhand, assists: Gabriel Landeskog (23)",981,"[8476455, 8477492, 8475158, 8467331, 8474207]"
2014020889_124,2014020889,21.0,14.0,Goal,2,REGULAR,190,2015-02-23 01:14:30,1,2,"Nathan MacKinnon (11) Tip-In, assists: Ryan O'Reilly (23), Tyson Barrie (27)",1390,"[8476455, 8470317, 8477492, 8475158, 8475197]"
2014020889_128,2014020889,21.0,14.0,Goal,2,REGULAR,219,2015-02-23 01:16:04,1,3,"Matt Duchene (16) Wrist Shot, assists: none",1419,"[8467331, 8462042, 8475168, 8470171, 8474743]"
2014020889_142,2014020889,14.0,21.0,Goal,2,REGULAR,351,2015-02-23 01:19:41,2,3,"Tyler Johnson (23) Backhand, assists: Nikita Kucherov (30), Alex Killorn (19)",1551,"[8474870, 8475167, 8476453, 8476300, 8473986]"
2014020889_172,2014020889,21.0,14.0,Goal,2,REGULAR,770,2015-02-23 01:33:44,2,4,"Nathan MacKinnon (12) Wrist Shot, assists: Ryan O'Reilly (24)",1970,"[8467331, 8476455, 8477492, 8474207, 8475158]"
2014020889_252,2014020889,21.0,14.0,Goal,3,REGULAR,440,2015-02-23 02:21:33,2,5,"Alex Tanguay (16) Wrist Shot, assists: Dennis Everberg (5)",2840,"[8467338, 8477902, 8470750, 8470317, 8475197]"
2014020889_268,2014020889,14.0,21.0,Goal,3,REGULAR,703,2015-02-23 02:30:17,3,5,"Brett Connolly (12) Wrist Shot, assists: Valtteri Filppula (32), Cedric Paquette (7)",3103,"[8475792, 8476975, 8470047, 8477205, 8474520]"
2014020889_301,2014020889,14.0,21.0,Goal,3,REGULAR,1138,2015-02-23 02:42:04,4,5,"Nikita Kucherov (23) Snap Shot, assists: Tyler Johnson (36), Victor Hedman (21)",3538,"[8474520, 8476292, 8474870, 8477494, 8476453, 8475167]"
2014020211_48,2014020211,25.0,28.0,Goal,1,REGULAR,483,2014-11-09 01:19:22,0,1,"Tyler Seguin (8) Deflected, assists: Sergei Gonchar (1), Kevin Connauton (2)",483,"[8473994, 8475794, 8476116, 8458951, 8475246]"
2014020211_63,2014020211,25.0,28.0,Goal,1,REGULAR,626,2014-11-09 01:22:58,0,2,"Tyler Seguin (9) Wrist Shot, assists: Erik Cole (2), Jamie Benn (7)",626,"[8471274, 8474818, 8473994, 8475794, 8467396]"
2014020211_101,2014020211,28.0,25.0,Goal,1,REGULAR,1034,2014-11-09 01:37:09,1,2,"James Sheppard (3) Wrist Shot, assists: Marc-Edouard Vlasic (3), Tomas Hertl (3)",1034,"[8473536, 8476881, 8471311, 8474027, 8471709]"
2014020211_220,2014020211,25.0,28.0,Goal,2,REGULAR,928,2014-11-09 02:30:53,1,3,"Tyler Seguin (10) Slap Shot, assists: Antoine Roussel (4), Jason Spezza (11)",2128,"[8473994, 8469455, 8470110, 8475794, 8474849]"
2014020211_275,2014020211,28.0,25.0,Goal,3,REGULAR,231,2014-11-09 03:04:48,2,3,"Patrick Marleau (5) Wrist Shot, assists: Joe Pavelski (8), Logan Couture (7)",2631,"[8474053, 8466139, 8470613, 8470794, 8466138]"
2014020211_292,2014020211,28.0,25.0,Goal,3,REGULAR,398,2014-11-09 03:11:43,3,3,"Brent Burns (5) Slap Shot, assists: Logan Couture (8), Patrick Marleau (10)",2798,"[8470613, 8474053, 8477509, 8466139]"
2014020211_311,2014020211,28.0,25.0,Goal,3,REGULAR,623,2014-11-09 03:18:38,4,3,"Brent Burns (6) Slap Shot, assists: James Sheppard (2), Tomas Hertl (4)",3023,"[8470613, 8477509, 8473536, 8476881, 8471311]"
2014020211_381,2014020211,28.0,25.0,Goal,3,REGULAR,1158,2014-11-09 03:46:59,5,3,"Joe Thornton (4) Wrist Shot, assists: Logan Couture (9), Justin Braun (6)",3558,"[8474053, 8466138, 8474027, 8471709]"
2014020208_34,2014020208,14.0,29.0,Goal,1,REGULAR,346,2014-11-09 00:16:21,1,0,"J.T. Brown (1) Backhand, assists: Jason Garrison (6), Andrej Sustr (2)",346,"[8466160, 8470619, 8476806, 8474520, 8477205]"
2014020208_38,2014020208,14.0,29.0,Goal,1,REGULAR,367,2014-11-09 00:17:27,2,0,"Cedric Paquette (3) Snap Shot, assists: Jonathan Drouin (5), Vladislav Namestnikov (3)",367,"[8476975, 8477494, 8475462, 8476480, 8474520]"
2014020208_75,2014020208,14.0,29.0,Goal,1,REGULAR,751,2014-11-09 00:31:50,3,0,"Anton Stralman (2) Backhand, assists: Ryan Callahan (3), Steven Stamkos (6)",751,"[8471873, 8474520, 8471339, 8474564, 8470047]"
2014020208_85,2014020208,14.0,29.0,Goal,1,REGULAR,881,2014-11-09 00:37:18,4,0,"Brian Boyle (5) Snap Shot, assists: Brenden Morrow (2), J.T. Brown (2)",881,"[8466160, 8470619, 8476806, 8477205, 8466142]"
2014020208_141,2014020208,29.0,14.0,Goal,2,REGULAR,251,2014-11-09 01:12:56,4,1,"Scott Hartnell (4) Tip-In, assists: James Wisniewski (4), Tim Erixon (2)",1451,"[8470222, 8468486, 8475148, 8473422, 8475793]"
2014020208_149,2014020208,14.0,29.0,Goal,2,REGULAR,338,2014-11-09 01:15:19,5,1,"Ryan Callahan (5) Deflected, assists: Valtteri Filppula (9), Radko Gudas (2)",1538,"[8474520, 8475462, 8471339, 8474564, 8470047]"
2014020208_164,2014020208,29.0,14.0,Goal,2,REGULAR,490,2014-11-09 01:20:49,5,2,"Scott Hartnell (5) Wrist Shot, assists: Nick Foligno (8), Ryan Johansen (10)",1690,"[8468486, 8470222, 8475148, 8473422, 8475793]"
2014020208_174,2014020208,14.0,29.0,Goal,2,REGULAR,605,2014-11-09 01:24:27,6,2,"Tyler Johnson (3) Wrist Shot, assists: Nikita Kucherov (8), Jonathan Drouin (6)",1805,"[8477494, 8476453, 8476292, 8474870, 8470640]"
2014020208_238,2014020208,29.0,14.0,Goal,3,REGULAR,61,2014-11-09 02:03:10,6,3,"Ryan Johansen (6) Wrist Shot, assists: Brian Gibbons (3), James Wisniewski (5)",2461,"[8475148, 8476207, 8473422, 8475793, 8470222]"
2014020208_251,2014020208,29.0,14.0,Goal,3,REGULAR,310,2014-11-09 02:09:31,6,4,"Nick Foligno (7) Wrist Shot, assists: James Wisniewski (6), Tim Erixon (3)",2710,"[8468486, 8473422, 8475793, 8470222, 8475148]"
2014020208_324,2014020208,14.0,29.0,Goal,3,REGULAR,1149,2014-11-09 02:36:19,7,4,"Tyler Johnson (4) Wrist Shot, assists: Ryan Callahan (4)",3549,"[8471339, 8475462, 8474520, 8476292, 8474870]"
2014020394_23,2014020394,29.0,14.0,Goal,1,REGULAR,157,2014-12-07 00:13:23,1,0,"Boone Jenner (4) Wrist Shot, assists: Matt Calvert (2)",157,"[8476432, 8474715, 8475233, 8474685, 8471677]"
2014020394_68,2014020394,29.0,14.0,Goal,1,REGULAR,768,2014-12-07 00:30:20,2,0,"David Savard (5) Wrist Shot, assists: Jack Johnson (10), Cam Atkinson (5)",768,"[8476432, 8474715, 8475233, 8471677, 8474685]"
2014020394_225,2014020394,29.0,14.0,Goal,3,REGULAR,291,2014-12-07 02:02:40,3,0,"Jack Skille (4) Wrist Shot, assists: Michael Chaput (4), Scott Hartnell (11)",2691,"[8467917, 8468486, 8471681, 8470222, 8475808]"
2014020394_282,2014020394,14.0,29.0,Goal,3,REGULAR,1127,2014-12-07 02:28:50,3,1,"Ondrej Palat (8) Wrist Shot, assists: Nikita Kucherov (14), Jonathan Drouin (10)",3527,"[8477494, 8471873, 8476453, 8476292, 8474870]"
2014020010_130,2014020010,13.0,14.0,Goal,2,REGULAR,303,2014-10-10 01:42:55,1,0,"Erik Gudbranson (1) Slap Shot, assists: Dylan Olsen (1), Derek MacKenzie (1)",1503,"[8475153, 8468001, 8475790, 8470176, 8470039]"
2014020010_136,2014020010,14.0,13.0,Goal,2,REGULAR,432,2014-10-10 01:46:27,1,1,"Tyler Johnson (1) Wrist Shot, assists: Valtteri Filppula (1), Anton Stralman (1)",1632,"[8473986, 8471873, 8474870, 8474564, 8470047]"
2014020010_241,2014020010,14.0,13.0,Goal,3,REGULAR,437,2014-10-10 02:47:03,1,2,"Ryan Callahan (1) Backhand, assists: Valtteri Filppula (2), Victor Hedman (1)",2837,"[8475792, 8471339, 8470047, 8475167, 8474564]"
2014020010_255,2014020010,13.0,14.0,Goal,3,REGULAR,556,2014-10-10 02:52:42,2,2,"Jonathan Huberdeau (1) Wrist Shot, assists: Brian Campbell (1), Aaron Ekblad (1)",2956,"[8477932, 8477493, 8476456, 8469638, 8468504, 8466285]"
2014020010_320,2014020010,14.0,13.0,Goal,4,OVERTIME,71,2014-10-10 03:19:45,2,3,"Victor Hedman (1) Snap Shot, assists: Ben Bishop (1)",3671,"[8471339, 8474564, 8470047, 8475167]"
2014020307_43,2014020307,53.0,28.0,Goal,1,REGULAR,368,2014-11-23 03:46:36,1,0,"Antoine Vermette (5) Slap Shot, assists: Shane Doan (7), Mikkel Boedker (6)",368,"[8471735, 8475171, 8462038, 8468535, 8474571]"
2014020307_75,2014020307,53.0,28.0,Goal,1,REGULAR,725,2014-11-23 03:57:32,2,0,"David Schlemko (1) Snap Shot, assists: Mikkel Boedker (7), Lauri Korpikoski (5)",725,"[8473673, 8474628, 8474571, 8468535, 8471232]"
2014020307_145,2014020307,28.0,53.0,Goal,2,REGULAR,251,2014-11-23 04:36:17,2,1,"Tommy Wingels (6) Snap Shot, assists: Barclay Goodrow (2)",1451,"[8476624, 8477509, 8466158, 8474739]"
2014020307_238,2014020307,28.0,53.0,Goal,2,REGULAR,1073,2014-11-23 05:06:09,2,2,"Andrew Desjardins (1) Slap Shot, assists: Tyler Kennedy (2), Matt Nieto (6)",2273,"[8477509, 8471956, 8476442, 8471311, 8466158]"
2014020307_258,2014020307,53.0,28.0,Goal,3,REGULAR,52,2014-11-23 05:30:07,3,2,"Shane Doan (7) Wrist Shot, assists: Sam Gagner (7), Tobias Rieder (3)",2452,"[8476473, 8471735, 8474040, 8462038, 8476356]"
2014020307_317,2014020307,28.0,53.0,Goal,3,REGULAR,467,2014-11-23 05:46:14,3,3,"Joe Pavelski (9) Deflected, assists: Brent Burns (12), Logan Couture (11)",2867,"[8470613, 8470794, 8474053, 8466139, 8466138]"
2014020903_50,2014020903,16.0,13.0,Goal,1,REGULAR,565,2015-02-25 01:51:57,0,1,"Jonathan Toews (18) Wrist Shot, assists: Marian Hossa (27), Brent Seabrook (21)",565,"[8476381, 8473604, 8466148, 8470607, 8469544]"
2014020903_161,2014020903,16.0,13.0,Goal,2,REGULAR,868,2015-02-25 02:56:27,0,2,"Kris Versteeg (13) Wrist Shot, assists: Patrick Sharp (22), Brad Richards (23)",2068,"[8467389, 8471346, 8471879, 8465058, 8469544]"
