id,degree
 8475650,20
8473563,16
8474590,50
8476437,20
 8475161,4
 8477070,16
 8469622,36
 8471762,48
8474190,27
8473463,36
8468598,24
 8476549,4
 8464975,56
8467899,16
8470621,146
8471504,12
8471231,12
8471691,16
 8476989,42
8474606,12
 8469490,44
 8471348,115
 8477934,44
 8474291,131
 8471816,83
8477934,12
 8469462,60
8475179,44
8470617,12
 8474594,12
8474166,84
 8476427,12
8475765,27
8473991,32
8474646,8
8474130,16
8471762,43
8468635,8
8475222,19
8470152,12
 8475175,8
 8476062,120
8474102,48
 8474660,8
 8475774,3
8475774,4
 8466140,63
8468542,23
8473933,44
8475164,70
8477497,15
8466138,32
8473618,8
8475462,8
8474597,16
 8476448,44
 8476447,4
 8470054,12
 8465978,28
 8468518,40
8468085,32
8469598,60
8473492,36
8475197,40
8477589,4
8475185,23
 8472394,63
8467370,20
8474749,12
8474168,20
8473584,53
8474157,43
 8476478,23
8469521,24
8471296,72
8466378,23
8475192,13
8473544,124
8473658,12
 8475268,28
8474250,4
8475323,4
8460626,8
 8460626,15
8476923,41
8473426,19
8468498,71
8473565,27
8474066,23
8477956,22
8474568,12
8476468,32
8475186,32
 8474576,48
8476207,16
8474000,8
 8475755,16
 8470839,12
8475760,16
8475796,12
 8470018,16
 8471710,12
8470180,49
8471669,16
 8474606,12
8467400,44
8470324,24
 8477933,4
8471686,23
8470854,7
8476442,15
 8475185,50
8477493,69
8476458,50
 8476874,76
8478137,36
 8477413,28
8473722,12
 8475430,15
 8466393,51
8471215,53
8476871,19
8470724,12
8476467,12
8469508,28
8475906,35
8470886,70
 8475162,12
8476476,8
8471338,16
 8470324,55
8474743,16
8475150,4
8476460,56
8474074,8
8468700,8
8470302,12
8473989,4
 8475759,20
8475247,8
8474113,7
 8475739,32
 8471482,27
 8471699,87
8470230,19
 8470159,24
8473537,12
8474048,8
8476472,29
8476855,20
8470654,12
 8475800,64
 8473546,64
 8474519,45
8465166,15
 8469470,44
 8474748,4
8478376,4
8468509,28
8474722,4
 8474722,28
8469457,8
8475650,24
8474570,20
 8477213,8
 8477244,8
8469639,76
 8472368,4
8458951,19
 8466160,44
8476336,4
8473962,4
 8468482,4
 8471241,20
 8467332,8
8477499,12
 8475247,40
8470755,44
8469476,12
8469459,32
 8477916,8
8471748,4
8460542,10
8477507,19
 8471222,28
8470105,8
8474038,14
 8477059,12
8476878,11
8475162,4
8475799,8
8467371,24
8476465,8
 8476466,32
8476466,4
 8476624,24
8470616,16
 8477845,24
 8476423,4
8474618,17
 8473589,12
 8475816,4
8476880,8
8470289,18
8469531,19
8471702,23
8470104,7
8473453,8
8474013,8
8475274,4
8470803,8
8470600,29
8475772,20
 8475414,24
8474793,4
8473646,8
8476967,4
 8475829,4
 8475907,48
 8477935,24
8477429,4
 8474061,16
 8477429,4
8474605,4
8471862,12
8469470,16
8475613,16
8476799,4
 8474772,8
8472410,11
8473466,3
8467514,16
 8476403,45
8475902,8
8470642,12
 8476195,20
 8476393,12
 8474736,40
8470644,17
8470063,8
8469638,8
8473560,12
8473942,8
8471482,7
8474638,16
8469544,24
 8476386,4
8475878,4
8475214,12
8474685,4
8476882,9
 8471856,32
8471664,12
8471362,4
 8477887,4
8466251,28
8474697,4
8476300,13
 8473992,16
8477249,16
 8475780,4
8469473,8
 8473722,24
8467452,24
8474567,4
8470647,16
 8475224,8
8471817,12
8476921,8
 8471682,8
8473574,8
 8473542,4
8471709,25
8466139,6
 8460720,8
 8477510,8
8475692,16
 8474535,15
8476244,4
 8473465,16
8475206,4
8474151,11
 8469542,11
8470610,15
8471856,8
 8470647,20
8477059,24
8470609,8
8477916,12
8466158,8
 8474603,4
8475716,8
 8477249,8
 8467988,4
8475414,15
 8471371,4
 8475321,28
8475321,4
 8476476,16
 8475150,12
8476806,16
 8475797,8
8475295,4
8475868,4
8475181,7
8474150,24
 8475213,8
 8477214,4
 8474497,16
 8475732,8
 8471299,4
8475213,8
8476289,4
8476539,8
8475800,8
8476822,20
8473514,3
 8476302,8
8475671,8
8475791,17
 8476410,4
8471242,28
8474031,16
8476478,4
 8474164,4
 8475208,20
8476227,4
8471233,12
8476406,5
 8470871,12
8474134,7
8475147,8
 8477126,8
8469490,4
8477922,12
 8478376,4
8468505,4
8476363,4
8477930,4
8475727,8
8474291,11
8470729,4
 8475958,12
8474736,4
 8476921,4
8476807,8
 8470063,4
8474818,12
8475309,4
8476195,8
 8476981,8
 8476404,12
8471232,12
8474137,4
8477492,4
8477448,8
8476981,4
8464956,8
 8471840,4
 8476479,4
8471348,8
 8473514,8
8471490,4
8470121,16
 8473989,20
8473534,8
8474497,4
 8466149,4
8474717,8
 8477127,4
8475749,4
8476419,4
8476209,4
8470039,12
8473415,4
 8477851,4
8474661,8
8476483,16
8467344,4
8474145,8
8467545,4
8475158,8
8474603,4
8474574,12
8476403,4
8466393,4
 8470714,4
8475178,4
 8475996,4
8475739,4
8476166,4
 8475723,4
8474062,8
 8477498,8
 8476179,4
8476495,4
8475917,4
8469462,4
8477510,4
 8470065,4
8475732,8
8474688,8
 8476428,5
8476428,5
8476389,4
8477486,4
 8478042,4
 8470798,4
 8476147,8
8467329,5
8476451,4
 8477501,4
8470760,4
 8476452,4
8475155,4
8459670,4
